energy, R80,A,B,C
142.4,105.06,2.566E-06,5.932E-03,-8.383E+00

depth,sigma,idd
0.00,-1.26,69.75
1.00,-1.24,70.35
2.00,-1.23,70.83
3.00,-1.21,71.27
4.00,-1.20,71.70
5.00,-1.18,72.10
6.00,-1.17,72.45
7.00,-1.15,72.77
8.00,-1.14,73.12
9.00,-1.12,73.48
10.00,-1.11,73.85
11.00,-1.09,74.21
12.00,-1.07,74.56
13.00,-1.06,74.91
14.00,-1.04,75.26
15.00,-1.03,75.61
16.00,-1.01,75.98
17.00,-0.99,76.34
18.00,-0.98,76.71
19.00,-0.96,77.09
20.00,-0.95,77.44
21.00,-0.93,77.83
22.00,-0.91,78.23
23.00,-0.90,78.59
24.00,-0.88,78.97
25.00,-0.86,79.37
26.00,-0.85,79.76
27.00,-0.83,80.15
28.00,-0.81,80.52
29.00,-0.80,80.94
30.00,-0.78,81.32
31.00,-0.76,81.72
32.00,-0.75,82.09
33.00,-0.73,82.50
34.00,-0.71,82.92
35.00,-0.70,83.34
36.00,-0.68,83.77
37.00,-0.67,84.20
38.00,-0.65,84.66
39.00,-0.63,85.11
40.00,-0.61,85.58
41.00,-0.60,86.05
42.00,-0.58,86.53
43.00,-0.56,87.00
44.00,-0.55,87.48
45.00,-0.53,87.97
46.00,-0.51,88.49
47.00,-0.50,89.06
48.00,-0.48,89.62
49.00,-0.46,90.14
50.00,-0.44,90.66
51.00,-0.43,91.20
52.00,-0.41,91.75
53.00,-0.39,92.33
54.00,-0.37,92.92
55.00,-0.36,93.54
56.00,-0.34,94.18
57.00,-0.32,94.83
58.00,-0.30,95.46
59.00,-0.28,96.14
60.00,-0.27,96.86
61.00,-0.25,97.66
62.00,-0.23,98.49
63.00,-0.21,99.33
64.00,-0.19,100.18
65.00,-0.17,101.00
66.00,-0.15,101.86
67.00,-0.13,102.80
68.00,-0.11,103.80
69.00,-0.09,104.86
70.00,-0.07,105.95
71.00,-0.05,107.05
72.00,-0.03,108.13
73.00,-0.01,109.22
74.00,0.01,110.37
75.00,0.03,111.63
76.00,0.05,113.01
77.00,0.07,114.43
78.00,0.09,115.94
79.00,0.12,117.56
80.00,0.14,119.27
81.00,0.16,121.09
82.00,0.18,123.06
83.00,0.21,125.17
84.00,0.23,127.36
85.00,0.25,129.69
86.00,0.28,132.27
87.00,0.30,135.11
88.00,0.33,138.27
89.00,0.35,141.74
90.00,0.38,145.57
91.00,0.41,149.81
92.00,0.43,154.59
93.00,0.46,159.96
94.00,0.49,166.12
95.00,0.52,173.22
96.00,0.55,181.55
97.00,0.59,191.53
98.00,0.62,203.87
99.00,0.65,219.61
100.00,0.68,240.38
101.00,0.69,267.53
102.00,0.69,298.27
103.00,0.65,318.72
104.00,0.61,304.51
105.00,0.55,242.70
106.00,0.50,153.10
107.00,0.45,73.94
108.00,3.00,26.81
109.00,3.00,7.22
110.00,3.00,1.43
111.00,3.00,0.21
112.00,3.00,0.02
113.00,3.00,0.00
114.00,3.00,0.00
115.00,3.00,0.00
116.00,3.00,0.00
117.00,3.00,0.00
118.00,3.00,0.00
119.00,3.00,0.00
120.00,3.00,0.00
121.00,3.00,0.00
122.00,3.00,0.00
123.00,3.00,0.00
124.00,3.00,0.00
125.00,3.00,0.00
126.00,3.00,0.00
127.00,3.00,0.00
128.00,3.00,0.00
129.00,3.00,0.00
130.00,3.00,0.00
131.00,3.00,0.00
132.00,3.00,0.00
133.00,3.00,0.00
134.00,3.00,0.00
135.00,3.00,0.00
136.00,3.00,0.00
137.00,3.00,0.00
138.00,3.00,0.00
139.00,3.00,0.00
140.00,3.00,0.00
141.00,3.00,0.00
142.00,3.00,0.00
143.00,3.00,0.00
144.00,3.00,0.00
145.00,3.00,0.00
146.00,3.00,0.00
147.00,3.00,0.00
148.00,3.00,0.00
149.00,3.00,0.00
150.00,3.00,0.00
151.00,3.00,0.00
152.00,3.00,0.00
153.00,3.00,0.00
154.00,3.00,0.00
155.00,3.00,0.00
156.00,3.00,0.00
157.00,3.00,0.00
158.00,3.00,0.00
159.00,3.00,0.00
160.00,3.00,0.00
161.00,3.00,0.00
162.00,3.00,0.00
163.00,3.00,0.00
164.00,3.00,0.00
165.00,3.00,0.00
166.00,3.00,0.00
167.00,3.00,0.00
168.00,3.00,0.00
169.00,3.00,0.00
170.00,3.00,0.00
171.00,3.00,0.00
172.00,3.00,0.00
173.00,3.00,0.00
174.00,3.00,0.00
175.00,3.00,0.00
176.00,3.00,0.00
177.00,3.00,0.00
178.00,3.00,0.00
179.00,3.00,0.00
180.00,3.00,0.00
181.00,3.00,0.00
182.00,3.00,0.00
183.00,3.00,0.00
184.00,3.00,0.00
185.00,3.00,0.00
186.00,3.00,0.00
187.00,3.00,0.00
188.00,3.00,0.00
189.00,3.00,0.00
190.00,3.00,0.00
191.00,3.00,0.00
192.00,3.00,0.00
193.00,3.00,0.00
194.00,3.00,0.00
195.00,3.00,0.00
196.00,3.00,0.00
197.00,3.00,0.00
198.00,3.00,0.00
199.00,3.00,0.00
200.00,3.00,0.00
201.00,3.00,0.00
202.00,3.00,0.00
203.00,3.00,0.00
204.00,3.00,0.00
205.00,3.00,0.00
206.00,3.00,0.00
207.00,3.00,0.00
208.00,3.00,0.00
209.00,3.00,0.00
210.00,3.00,0.00
211.00,3.00,0.00
212.00,3.00,0.00
213.00,3.00,0.00
214.00,3.00,0.00
215.00,3.00,0.00
216.00,3.00,0.00
217.00,3.00,0.00
218.00,3.00,0.00
219.00,3.00,0.00
220.00,3.00,0.00
221.00,3.00,0.00
222.00,3.00,0.00
223.00,3.00,0.00
224.00,3.00,0.00
225.00,3.00,0.00
226.00,3.00,0.00
227.00,3.00,0.00
228.00,3.00,0.00
229.00,3.00,0.00
230.00,3.00,0.00
231.00,3.00,0.00
232.00,3.00,0.00
233.00,3.00,0.00
234.00,3.00,0.00
235.00,3.00,0.00
236.00,3.00,0.00
237.00,3.00,0.00
238.00,3.00,0.00
239.00,3.00,0.00
240.00,3.00,0.00
241.00,3.00,0.00
242.00,3.00,0.00
243.00,3.00,0.00
244.00,3.00,0.00
245.00,3.00,0.00
246.00,3.00,0.00
247.00,3.00,0.00
248.00,3.00,0.00
249.00,3.00,0.00
250.00,3.00,0.00
251.00,3.00,0.00
252.00,3.00,0.00
253.00,3.00,0.00
254.00,3.00,0.00
255.00,3.00,0.00
256.00,3.00,0.00
257.00,3.00,0.00
258.00,3.00,0.00
259.00,3.00,0.00
260.00,3.00,0.00
261.00,3.00,0.00
262.00,3.00,0.00
263.00,3.00,0.00
264.00,3.00,0.00
265.00,3.00,0.00
266.00,3.00,0.00
267.00,3.00,0.00
268.00,3.00,0.00
269.00,3.00,0.00
270.00,3.00,0.00
271.00,3.00,0.00
272.00,3.00,0.00
273.00,3.00,0.00
274.00,3.00,0.00
275.00,3.00,0.00
276.00,3.00,0.00
277.00,3.00,0.00
278.00,3.00,0.00
279.00,3.00,0.00
280.00,3.00,0.00
281.00,3.00,0.00
282.00,3.00,0.00
283.00,3.00,0.00
284.00,3.00,0.00
285.00,3.00,0.00
286.00,3.00,0.00
287.00,3.00,0.00
288.00,3.00,0.00
289.00,3.00,0.00
290.00,3.00,0.00
291.00,3.00,0.00
292.00,3.00,0.00
293.00,3.00,0.00
294.00,3.00,0.00
295.00,3.00,0.00
296.00,3.00,0.00
297.00,3.00,0.00
298.00,3.00,0.00
299.00,3.00,0.00
300.00,3.00,0.00
301.00,3.00,0.00
302.00,3.00,0.00
303.00,3.00,0.00
304.00,3.00,0.00
305.00,3.00,0.00
306.00,3.00,0.00
307.00,3.00,0.00
308.00,3.00,0.00
309.00,3.00,0.00
310.00,3.00,0.00
311.00,3.00,0.00
312.00,3.00,0.00
313.00,3.00,0.00
314.00,3.00,0.00
315.00,3.00,0.00
316.00,3.00,0.00
317.00,3.00,0.00
318.00,3.00,0.00
319.00,3.00,0.00
320.00,3.00,0.00
321.00,3.00,0.00
322.00,3.00,0.00
323.00,3.00,0.00
324.00,3.00,0.00
325.00,3.00,0.00
326.00,3.00,0.00
327.00,3.00,0.00
328.00,3.00,0.00
329.00,3.00,0.00
330.00,3.00,0.00
331.00,3.00,0.00
332.00,3.00,0.00
333.00,3.00,0.00
334.00,3.00,0.00
335.00,3.00,0.00
336.00,3.00,0.00
337.00,3.00,0.00
338.00,3.00,0.00
339.00,3.00,0.00
340.00,3.00,0.00
341.00,3.00,0.00
342.00,3.00,0.00
343.00,3.00,0.00
344.00,3.00,0.00
345.00,3.00,0.00
346.00,3.00,0.00
347.00,3.00,0.00
348.00,3.00,0.00
349.00,3.00,0.00
350.00,3.00,0.00
351.00,3.00,0.00
352.00,3.00,0.00
353.00,3.00,0.00
354.00,3.00,0.00
355.00,3.00,0.00
356.00,3.00,0.00
357.00,3.00,0.00
358.00,3.00,0.00
359.00,3.00,0.00
360.00,3.00,0.00
361.00,3.00,0.00
362.00,3.00,0.00
363.00,3.00,0.00
364.00,3.00,0.00
365.00,3.00,0.00
366.00,3.00,0.00
367.00,3.00,0.00
368.00,3.00,0.00
369.00,3.00,0.00
370.00,3.00,0.00
371.00,3.00,0.00
372.00,3.00,0.00
373.00,3.00,0.00
374.00,3.00,0.00
375.00,3.00,0.00
376.00,3.00,0.00
377.00,3.00,0.00
378.00,3.00,0.00
379.00,3.00,0.00
380.00,3.00,0.00
381.00,3.00,0.00
382.00,3.00,0.00
383.00,3.00,0.00
384.00,3.00,0.00
385.00,3.00,0.00
386.00,3.00,0.00
387.00,3.00,0.00
388.00,3.00,0.00
389.00,3.00,0.00
390.00,3.00,0.00
391.00,3.00,0.00
392.00,3.00,0.00
393.00,3.00,0.00
394.00,3.00,0.00
395.00,3.00,0.00
396.00,3.00,0.00
397.00,3.00,0.00
398.00,3.00,0.00
399.00,3.00,0.00
400.00,3.00,0.00
