energy, R80,A,B,C
128.3,80.78,2.615E-06,7.734E-03,-1.062E+01

depth,sigma,idd
0.00,-1.06,71.77
1.00,-1.04,72.40
2.00,-1.03,72.97
3.00,-1.01,73.48
4.00,-0.99,73.98
5.00,-0.98,74.48
6.00,-0.96,74.96
7.00,-0.94,75.43
8.00,-0.92,75.91
9.00,-0.91,76.39
10.00,-0.89,76.89
11.00,-0.87,77.38
12.00,-0.85,77.89
13.00,-0.83,78.37
14.00,-0.82,78.89
15.00,-0.80,79.43
16.00,-0.78,79.95
17.00,-0.76,80.48
18.00,-0.74,81.02
19.00,-0.72,81.57
20.00,-0.70,82.13
21.00,-0.69,82.69
22.00,-0.67,83.24
23.00,-0.65,83.81
24.00,-0.63,84.39
25.00,-0.61,84.96
26.00,-0.59,85.57
27.00,-0.57,86.17
28.00,-0.56,86.76
29.00,-0.54,87.36
30.00,-0.52,87.95
31.00,-0.50,88.54
32.00,-0.48,89.17
33.00,-0.47,89.85
34.00,-0.45,90.48
35.00,-0.43,91.18
36.00,-0.41,91.95
37.00,-0.39,92.73
38.00,-0.38,93.50
39.00,-0.36,94.31
40.00,-0.34,95.18
41.00,-0.32,96.07
42.00,-0.30,97.00
43.00,-0.28,97.98
44.00,-0.26,98.97
45.00,-0.24,99.94
46.00,-0.22,100.98
47.00,-0.20,102.11
48.00,-0.18,103.31
49.00,-0.16,104.52
50.00,-0.14,105.73
51.00,-0.12,106.94
52.00,-0.10,108.24
53.00,-0.07,109.66
54.00,-0.05,111.16
55.00,-0.03,112.72
56.00,-0.01,114.41
57.00,0.01,116.25
58.00,0.03,118.19
59.00,0.05,120.24
60.00,0.08,122.45
61.00,0.10,124.84
62.00,0.12,127.41
63.00,0.15,130.19
64.00,0.17,133.24
65.00,0.20,136.59
66.00,0.22,140.34
67.00,0.25,144.59
68.00,0.27,149.39
69.00,0.30,154.85
70.00,0.33,161.10
71.00,0.36,168.39
72.00,0.39,177.00
73.00,0.42,187.45
74.00,0.45,200.55
75.00,0.49,217.73
76.00,0.51,241.17
77.00,0.52,272.91
78.00,0.50,308.42
79.00,0.46,323.81
80.00,0.40,283.52
81.00,0.34,187.80
82.00,0.27,87.98
83.00,3.00,27.97
84.00,3.00,5.88
85.00,3.00,0.80
86.00,3.00,0.07
87.00,3.00,0.00
88.00,3.00,0.00
89.00,3.00,0.00
90.00,3.00,0.00
91.00,3.00,0.00
92.00,3.00,0.00
93.00,3.00,0.00
94.00,3.00,0.00
95.00,3.00,0.00
96.00,3.00,0.00
97.00,3.00,0.00
98.00,3.00,0.00
99.00,3.00,0.00
100.00,3.00,0.00
101.00,3.00,0.00
102.00,3.00,0.00
103.00,3.00,0.00
104.00,3.00,0.00
105.00,3.00,0.00
106.00,3.00,0.00
107.00,3.00,0.00
108.00,3.00,0.00
109.00,3.00,0.00
110.00,3.00,0.00
111.00,3.00,0.00
112.00,3.00,0.00
113.00,3.00,0.00
114.00,3.00,0.00
115.00,3.00,0.00
116.00,3.00,0.00
117.00,3.00,0.00
118.00,3.00,0.00
119.00,3.00,0.00
120.00,3.00,0.00
121.00,3.00,0.00
122.00,3.00,0.00
123.00,3.00,0.00
124.00,3.00,0.00
125.00,3.00,0.00
126.00,3.00,0.00
127.00,3.00,0.00
128.00,3.00,0.00
129.00,3.00,0.00
130.00,3.00,0.00
131.00,3.00,0.00
132.00,3.00,0.00
133.00,3.00,0.00
134.00,3.00,0.00
135.00,3.00,0.00
136.00,3.00,0.00
137.00,3.00,0.00
138.00,3.00,0.00
139.00,3.00,0.00
140.00,3.00,0.00
141.00,3.00,0.00
142.00,3.00,0.00
143.00,3.00,0.00
144.00,3.00,0.00
145.00,3.00,0.00
146.00,3.00,0.00
147.00,3.00,0.00
148.00,3.00,0.00
149.00,3.00,0.00
150.00,3.00,0.00
151.00,3.00,0.00
152.00,3.00,0.00
153.00,3.00,0.00
154.00,3.00,0.00
155.00,3.00,0.00
156.00,3.00,0.00
157.00,3.00,0.00
158.00,3.00,0.00
159.00,3.00,0.00
160.00,3.00,0.00
161.00,3.00,0.00
162.00,3.00,0.00
163.00,3.00,0.00
164.00,3.00,0.00
165.00,3.00,0.00
166.00,3.00,0.00
167.00,3.00,0.00
168.00,3.00,0.00
169.00,3.00,0.00
170.00,3.00,0.00
171.00,3.00,0.00
172.00,3.00,0.00
173.00,3.00,0.00
174.00,3.00,0.00
175.00,3.00,0.00
176.00,3.00,0.00
177.00,3.00,0.00
178.00,3.00,0.00
179.00,3.00,0.00
180.00,3.00,0.00
181.00,3.00,0.00
182.00,3.00,0.00
183.00,3.00,0.00
184.00,3.00,0.00
185.00,3.00,0.00
186.00,3.00,0.00
187.00,3.00,0.00
188.00,3.00,0.00
189.00,3.00,0.00
190.00,3.00,0.00
191.00,3.00,0.00
192.00,3.00,0.00
193.00,3.00,0.00
194.00,3.00,0.00
195.00,3.00,0.00
196.00,3.00,0.00
197.00,3.00,0.00
198.00,3.00,0.00
199.00,3.00,0.00
200.00,3.00,0.00
201.00,3.00,0.00
202.00,3.00,0.00
203.00,3.00,0.00
204.00,3.00,0.00
205.00,3.00,0.00
206.00,3.00,0.00
207.00,3.00,0.00
208.00,3.00,0.00
209.00,3.00,0.00
210.00,3.00,0.00
211.00,3.00,0.00
212.00,3.00,0.00
213.00,3.00,0.00
214.00,3.00,0.00
215.00,3.00,0.00
216.00,3.00,0.00
217.00,3.00,0.00
218.00,3.00,0.00
219.00,3.00,0.00
220.00,3.00,0.00
221.00,3.00,0.00
222.00,3.00,0.00
223.00,3.00,0.00
224.00,3.00,0.00
225.00,3.00,0.00
226.00,3.00,0.00
227.00,3.00,0.00
228.00,3.00,0.00
229.00,3.00,0.00
230.00,3.00,0.00
231.00,3.00,0.00
232.00,3.00,0.00
233.00,3.00,0.00
234.00,3.00,0.00
235.00,3.00,0.00
236.00,3.00,0.00
237.00,3.00,0.00
238.00,3.00,0.00
239.00,3.00,0.00
240.00,3.00,0.00
241.00,3.00,0.00
242.00,3.00,0.00
243.00,3.00,0.00
244.00,3.00,0.00
