energy, R80,A,B,C
120.2,106.49,1.488E-06,-7.497E-04,1.412E+00

depth,sigma,idd
0.00,-0.60,64.49
1.00,-0.59,65.18
2.00,-0.59,65.78
3.00,-0.58,66.26
4.00,-0.58,66.69
5.00,-0.57,67.03
6.00,-0.57,67.38
7.00,-0.56,67.77
8.00,-0.55,68.13
9.00,-0.55,68.60
10.00,-0.54,68.95
11.00,-0.54,69.25
12.00,-0.53,69.59
13.00,-0.53,69.89
14.00,-0.52,70.13
15.00,-0.52,70.50
16.00,-0.51,70.91
17.00,-0.51,71.33
18.00,-0.50,71.57
19.00,-0.49,71.78
20.00,-0.49,72.16
21.00,-0.48,72.40
22.00,-0.48,72.75
23.00,-0.47,73.14
24.00,-0.47,73.51
25.00,-0.46,73.84
26.00,-0.45,74.25
27.00,-0.45,74.63
28.00,-0.44,75.01
29.00,-0.44,75.37
30.00,-0.43,75.77
31.00,-0.42,76.14
32.00,-0.42,76.51
33.00,-0.41,76.88
34.00,-0.40,77.31
35.00,-0.40,77.71
36.00,-0.39,78.14
37.00,-0.38,78.52
38.00,-0.38,78.98
39.00,-0.37,79.39
40.00,-0.36,79.80
41.00,-0.35,80.21
42.00,-0.35,80.63
43.00,-0.34,81.12
44.00,-0.33,81.58
45.00,-0.32,82.03
46.00,-0.31,82.49
47.00,-0.31,82.94
48.00,-0.30,83.40
49.00,-0.29,83.91
50.00,-0.28,84.44
51.00,-0.27,84.98
52.00,-0.26,85.55
53.00,-0.25,86.14
54.00,-0.24,86.70
55.00,-0.23,87.30
56.00,-0.23,87.89
57.00,-0.21,88.50
58.00,-0.20,89.15
59.00,-0.19,89.84
60.00,-0.18,90.52
61.00,-0.17,91.20
62.00,-0.16,91.90
63.00,-0.15,92.60
64.00,-0.14,93.40
65.00,-0.13,94.22
66.00,-0.11,95.01
67.00,-0.10,95.77
68.00,-0.09,96.57
69.00,-0.08,97.49
70.00,-0.06,98.44
71.00,-0.05,99.40
72.00,-0.04,100.39
73.00,-0.02,101.40
74.00,-0.01,102.54
75.00,0.01,103.76
76.00,0.02,105.07
77.00,0.04,106.37
78.00,0.05,107.65
79.00,0.07,109.10
80.00,0.08,110.71
81.00,0.10,112.42
82.00,0.12,114.15
83.00,0.14,115.85
84.00,0.15,117.63
85.00,0.17,119.71
86.00,0.19,121.95
87.00,0.21,124.28
88.00,0.23,126.89
89.00,0.25,129.72
90.00,0.27,132.75
91.00,0.29,136.13
92.00,0.31,139.94
93.00,0.33,144.22
94.00,0.36,149.04
95.00,0.38,154.52
96.00,0.40,160.77
97.00,0.43,167.96
98.00,0.45,176.46
99.00,0.48,186.71
100.00,0.51,199.41
101.00,0.54,215.82
102.00,0.57,238.52
103.00,0.60,271.47
104.00,0.60,314.54
105.00,0.58,341.24
106.00,0.54,292.97
107.00,0.51,168.63
108.00,0.48,59.08
109.00,3.00,12.15
110.00,3.00,1.47
111.00,3.00,0.10
112.00,3.00,0.00
113.00,3.00,0.00
114.00,3.00,0.00
115.00,3.00,0.00
116.00,3.00,0.00
117.00,3.00,0.00
118.00,3.00,0.00
119.00,3.00,0.00
120.00,3.00,0.00
121.00,3.00,0.00
122.00,3.00,0.00
123.00,3.00,0.00
124.00,3.00,0.00
125.00,3.00,0.00
126.00,3.00,0.00
127.00,3.00,0.00
128.00,3.00,0.00
129.00,3.00,0.00
130.00,3.00,0.00
131.00,3.00,0.00
132.00,3.00,0.00
133.00,3.00,0.00
134.00,3.00,0.00
135.00,3.00,0.00
136.00,3.00,0.00
137.00,3.00,0.00
138.00,3.00,0.00
139.00,3.00,0.00
140.00,3.00,0.00
141.00,3.00,0.00
142.00,3.00,0.00
143.00,3.00,0.00
144.00,3.00,0.00
145.00,3.00,0.00
146.00,3.00,0.00
147.00,3.00,0.00
148.00,3.00,0.00
149.00,3.00,0.00
150.00,3.00,0.00
151.00,3.00,0.00
152.00,3.00,0.00
153.00,3.00,0.00
154.00,3.00,0.00
155.00,3.00,0.00
156.00,3.00,0.00
157.00,3.00,0.00
158.00,3.00,0.00
159.00,3.00,0.00
160.00,3.00,0.00
161.00,3.00,0.00
162.00,3.00,0.00
163.00,3.00,0.00
164.00,3.00,0.00
165.00,3.00,0.00
166.00,3.00,0.00
167.00,3.00,0.00
168.00,3.00,0.00
169.00,3.00,0.00
170.00,3.00,0.00
171.00,3.00,0.00
172.00,3.00,0.00
173.00,3.00,0.00
174.00,3.00,0.00
175.00,3.00,0.00
176.00,3.00,0.00
177.00,3.00,0.00
178.00,3.00,0.00
179.00,3.00,0.00
180.00,3.00,0.00
181.00,3.00,0.00
182.00,3.00,0.00
183.00,3.00,0.00
184.00,3.00,0.00
185.00,3.00,0.00
186.00,3.00,0.00
187.00,3.00,0.00
188.00,3.00,0.00
189.00,3.00,0.00
190.00,3.00,0.00
191.00,3.00,0.00
192.00,3.00,0.00
193.00,3.00,0.00
194.00,3.00,0.00
195.00,3.00,0.00
196.00,3.00,0.00
197.00,3.00,0.00
198.00,3.00,0.00
199.00,3.00,0.00
200.00,3.00,0.00
201.00,3.00,0.00
202.00,3.00,0.00
203.00,3.00,0.00
204.00,3.00,0.00
205.00,3.00,0.00
206.00,3.00,0.00
207.00,3.00,0.00
208.00,3.00,0.00
209.00,3.00,0.00
210.00,3.00,0.00
211.00,3.00,0.00
212.00,3.00,0.00
213.00,3.00,0.00
214.00,3.00,0.00
215.00,3.00,0.00
216.00,3.00,0.00
217.00,3.00,0.00
218.00,3.00,0.00
219.00,3.00,0.00
220.00,3.00,0.00
221.00,3.00,0.00
222.00,3.00,0.00
223.00,3.00,0.00
224.00,3.00,0.00
225.00,3.00,0.00
226.00,3.00,0.00
227.00,3.00,0.00
228.00,3.00,0.00
229.00,3.00,0.00
230.00,3.00,0.00
231.00,3.00,0.00
232.00,3.00,0.00
233.00,3.00,0.00
234.00,3.00,0.00
235.00,3.00,0.00
236.00,3.00,0.00
237.00,3.00,0.00
238.00,3.00,0.00
239.00,3.00,0.00
240.00,3.00,0.00
241.00,3.00,0.00
242.00,3.00,0.00
243.00,3.00,0.00
244.00,3.00,0.00
245.00,3.00,0.00
246.00,3.00,0.00
247.00,3.00,0.00
248.00,3.00,0.00
249.00,3.00,0.00
250.00,3.00,0.00
251.00,3.00,0.00
252.00,3.00,0.00
253.00,3.00,0.00
254.00,3.00,0.00
255.00,3.00,0.00
256.00,3.00,0.00
257.00,3.00,0.00
258.00,3.00,0.00
259.00,3.00,0.00
260.00,3.00,0.00
261.00,3.00,0.00
262.00,3.00,0.00
263.00,3.00,0.00
264.00,3.00,0.00
265.00,3.00,0.00
266.00,3.00,0.00
267.00,3.00,0.00
268.00,3.00,0.00
269.00,3.00,0.00
270.00,3.00,0.00
271.00,3.00,0.00
272.00,3.00,0.00
273.00,3.00,0.00
274.00,3.00,0.00
275.00,3.00,0.00
276.00,3.00,0.00
277.00,3.00,0.00
278.00,3.00,0.00
279.00,3.00,0.00
280.00,3.00,0.00
281.00,3.00,0.00
282.00,3.00,0.00
283.00,3.00,0.00
284.00,3.00,0.00
285.00,3.00,0.00
286.00,3.00,0.00
287.00,3.00,0.00
288.00,3.00,0.00
289.00,3.00,0.00
290.00,3.00,0.00
291.00,3.00,0.00
292.00,3.00,0.00
293.00,3.00,0.00
294.00,3.00,0.00
295.00,3.00,0.00
296.00,3.00,0.00
297.00,3.00,0.00
298.00,3.00,0.00
299.00,3.00,0.00
300.00,3.00,0.00
301.00,3.00,0.00
302.00,3.00,0.00
303.00,3.00,0.00
304.00,3.00,0.00
305.00,3.00,0.00
306.00,3.00,0.00
307.00,3.00,0.00
308.00,3.00,0.00
309.00,3.00,0.00
310.00,3.00,0.00
311.00,3.00,0.00
312.00,3.00,0.00
313.00,3.00,0.00
314.00,3.00,0.00
315.00,3.00,0.00
316.00,3.00,0.00
317.00,3.00,0.00
318.00,3.00,0.00
319.00,3.00,0.00
320.00,3.00,0.00
321.00,3.00,0.00
322.00,3.00,0.00
323.00,3.00,0.00
324.00,3.00,0.00
325.00,3.00,0.00
326.00,3.00,0.00
327.00,3.00,0.00
328.00,3.00,0.00
329.00,3.00,0.00
330.00,3.00,0.00
331.00,3.00,0.00
332.00,3.00,0.00
333.00,3.00,0.00
334.00,3.00,0.00
335.00,3.00,0.00
336.00,3.00,0.00
337.00,3.00,0.00
338.00,3.00,0.00
339.00,3.00,0.00
340.00,3.00,0.00
341.00,3.00,0.00
342.00,3.00,0.00
343.00,3.00,0.00
344.00,3.00,0.00
345.00,3.00,0.00
346.00,3.00,0.00
347.00,3.00,0.00
